"scientificName","vernacularName","year","count"
"Setophaga virens","Black-throated Green Warbler","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Mniotilta varia","Black-and-white Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Picoides villosus","Hairy Woodpecker","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Aves sp.","","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Parulidae sp.","","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Accipitridae sp.","","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Accipitridae sp.","","2020",1
"Certhia americana","Brown Creeper","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Aves sp.","","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Buteo platypterus","Broad-winged Hawk","2020",1
"Setophaga magnolia","Magnolia Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Catharus fuscescens","Veery","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus fuscescens","Veery","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Hylocichla mustelina","Wood Thrush","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga pensylvanica","Chestnut-sided Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Picoides villosus","Hairy Woodpecker","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Picidae sp.","","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Turdus migratorius","American Robin","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Certhia americana","Brown Creeper","2020",1
"Certhia americana","Brown Creeper","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Buteo platypterus","Broad-winged Hawk","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Buteo platypterus","Broad-winged Hawk","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Setophaga pensylvanica","Chestnut-sided Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Turdidae sp.","","2020",1
"Archilochus colubris","Ruby-throated Hummingbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Aves sp.","","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Aves sp.","","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga pensylvanica","Chestnut-sided Warbler","2020",1
"Setophaga ruticilla","American Redstart","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga ruticilla","American Redstart","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Mniotilta varia","Black-and-white Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Contopus virens","Eastern Wood-Pewee","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Parulidae sp.","","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Certhia americana","Brown Creeper","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Certhia americana","Brown Creeper","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Aves sp.","","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Contopus virens","Eastern Wood-Pewee","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Mniotilta varia","Black-and-white Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Dryocopus pileatus","Pileated Woodpecker","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Myiarchus crinitus","Great Crested Flycatcher","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga ruticilla","American Redstart","2020",1
"Setophaga ruticilla","American Redstart","2020",1
"Setophaga pensylvanica","Chestnut-sided Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Turdidae sp.","","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Aves sp.","","2020",1
"Accipiter gentilis","Northern Goshawk","2020",1
"Aves sp.","","2020",1
"Accipiter gentilis","Northern Goshawk","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Accipiter gentilis","Northern Goshawk","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Cyanocompsa parellina","Blue Bunting","2020",1
"Cyanocompsa parellina","Blue Bunting","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Setophaga pensylvanica","Chestnut-sided Warbler","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Buteo platypterus","Broad-winged Hawk","2020",1
"Bombycilla cedrorum","Cedar Waxwing","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Picoides villosus","Hairy Woodpecker","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Haemorhous purpureus","Purple Finch","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Aves sp.","","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga ruticilla","American Redstart","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Coccyzus americanus","Yellow-billed Cuckoo","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga ruticilla","American Redstart","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Dryocopus pileatus","Pileated Woodpecker","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Contopus virens","Eastern Wood-Pewee","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Bombycilla cedrorum","Cedar Waxwing","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Picidae sp.","","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Colaptes auratus","Northern Flicker","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Parulidae sp.","","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Piranga olivacea","Scarlet Tanager","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Parulidae sp.","","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Loxia curvirostra","Red Crossbill","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga magnolia","Magnolia Warbler","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Picoides villosus","Hairy Woodpecker","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Setophaga ruticilla","American Redstart","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Aves sp.","","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Dryocopus pileatus","Pileated Woodpecker","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Loxia curvirostra","Red Crossbill","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga coronata","Yellow-rumped Warbler","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Mniotilta varia","Black-and-white Warbler","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga coronata","Yellow-rumped Warbler","2020",1
"Mniotilta varia","Black-and-white Warbler","2020",1
"Buteo lineatus","Red-shouldered Hawk","2020",1
"Aves sp.","","2020",1
"Cardellina pusilla","Wilson's Warbler","2020",1
"Regulus satrapa","Golden-crowned Kinglet","2020",1
"Certhia americana","Brown Creeper","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Sitta canadensis","Red-breasted Nuthatch","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Setophaga coronata","Yellow-rumped Warbler","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Mniotilta varia","Black-and-white Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Myiarchus crinitus","Great Crested Flycatcher","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Poecile atricapillus","Black-capped Chickadee","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Accipitridae sp.","","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Troglodytes hiemalis","Winter Wren","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Cyanocitta cristata","Blue Jay","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Aves sp.","","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Sphyrapicus varius","Yellow-bellied Sapsucker","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Aves sp.","","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Aves sp.","","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Catharus guttatus","Hermit Thrush","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Catharus ustulatus","Swainson's Thrush","2020",1
"Sitta carolinensis","White-breasted Nuthatch","2020",1
"Vireo solitarius","Blue-headed Vireo","2020",1
"Setophaga caerulescens","Black-throated Blue Warbler","2020",1
"Setophaga fusca","Blackburnian Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Setophaga virens","Black-throated Green Warbler","2020",1
"Seiurus aurocapilla","Ovenbird","2020",1
"Vireo olivaceus","Red-eyed Vireo","2020",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Catharus fuscescens","Veery","2021",1
"Aves sp.","","2021",1
"Setophaga caerulescens","Black-throated Blue Warbler","2021",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Troglodytes hiemalis","Winter Wren","2021",1
"Troglodytes hiemalis","Winter Wren","2021",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Setophaga virens","Black-throated Green Warbler","2021",1
"Mniotilta varia","Black-and-white Warbler","2021",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Sitta carolinensis","White-breasted Nuthatch","2021",1
"Certhia americana","Brown Creeper","2021",1
"Setophaga caerulescens","Black-throated Blue Warbler","2021",1
"Picidae sp.","","2021",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Vireo olivaceus","Red-eyed Vireo","2021",1
"Troglodytes hiemalis","Winter Wren","2021",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Setophaga caerulescens","Black-throated Blue Warbler","2021",1
"Setophaga virens","Black-throated Green Warbler","2021",1
"Vireo olivaceus","Red-eyed Vireo","2021",1
"Catharus ustulatus","Swainson's Thrush","2021",1
"Picoides pubescens","Downy Woodpecker","2021",1
"Vireo olivaceus","Red-eyed Vireo","2021",1
"Seiurus aurocapilla","Ovenbird","2021",1
"Setophaga virens","Black-throated Green Warbler","2021",1
"Vireo olivaceus","Red-eyed Vireo","2021",1
